date,hospital_id,blood_group,component,opening_stock,received,issued,expired,closing_stock
2025-04-06,H001,B-,FFP,34,5,0,1,38
2025-04-06,H001,O-,PRBC,6,6,6,1,5
2025-04-06,H001,O-,PLT,0,1,3,1,0
2025-04-06,H001,O-,FFP,21,2,2,1,20
2025-04-06,H001,AB-,PRBC,19,3,1,0,21
2025-04-06,H001,AB-,PLT,34,5,3,1,35
2025-04-06,H001,AB-,FFP,67,4,2,1,68
2025-04-06,H002,A+,PRBC,47,17,19,2,43
2025-04-06,H002,A+,PLT,36,12,11,1,36
2025-04-06,H002,A+,FFP,0,8,6,0,2
2025-04-06,H002,B+,PRBC,47,23,19,1,50
2025-04-06,H002,B+,PLT,26,15,12,1,28
2025-04-06,H002,B+,FFP,2,6,7,0,1
2025-04-06,H002,O+,PRBC,102,26,25,3,100
2025-04-06,H002,O+,PLT,43,22,17,2,46
2025-04-06,H002,O+,FFP,2,8,8,0,2
2025-04-06,H002,AB+,PRBC,19,8,5,1,21
2025-04-06,H002,AB+,PLT,3,2,4,1,0
2025-04-06,H002,AB+,FFP,6,3,3,0,6
2025-04-06,H002,A-,PRBC,0,1,5,1,0
2025-04-06,H002,A-,PLT,6,4,4,1,5
2025-04-06,H002,A-,FFP,23,1,1,1,22
2025-04-06,H002,B-,PRBC,1,5,4,0,2
2025-04-06,H002,B-,PLT,0,4,3,0,1
2025-04-06,H002,B-,FFP,13,3,2,1,13
2025-04-06,H002,O-,PRBC,0,5,6,1,0
2025-04-06,H002,O-,PLT,6,6,4,0,8
2025-04-06,H002,O-,FFP,5,3,1,1,6
2025-04-06,H002,AB-,PRBC,2,4,3,1,2
2025-04-06,H002,AB-,PLT,35,5,1,1,38
2025-04-06,H002,AB-,FFP,59,3,2,2,58
2025-04-07,H001,A+,PRBC,71,18,19,2,68
2025-04-07,H001,A+,PLT,12,16,14,1,13
2025-04-07,H001,A+,FFP,0,5,5,0,0
2025-04-07,H001,B+,PRBC,31,14,15,1,29
2025-04-07,H001,B+,PLT,27,16,12,1,30
2025-04-07,H001,B+,FFP,0,5,5,1,0
2025-04-07,H001,O+,PRBC,79,26,23,3,79
2025-04-07,H001,O+,PLT,29,15,17,2,25
2025-04-07,H001,O+,FFP,9,10,8,0,11
2025-04-07,H001,AB+,PRBC,11,5,4,0,12
2025-04-07,H001,AB+,PLT,0,3,4,1,0
2025-04-07,H001,AB+,FFP,22,0,3,1,18
2025-04-07,H001,A-,PRBC,0,6,5,1,0
2025-04-07,H001,A-,PLT,0,2,3,0,0
2025-04-07,H001,A-,FFP,28,6,2,1,31
2025-04-07,H001,B-,PRBC,8,5,6,1,6
2025-04-07,H001,B-,PLT,9,0,3,0,6
2025-04-07,H001,B-,FFP,38,0,2,1,35
2025-04-07,H001,O-,PRBC,5,8,6,1,6
2025-04-07,H001,O-,PLT,0,9,7,0,2
2025-04-07,H001,O-,FFP,20,5,0,1,24
2025-04-07,H001,AB-,PRBC,21,3,3,1,20
2025-04-07,H001,AB-,PLT,35,4,2,1,36
2025-04-07,H001,AB-,FFP,68,3,1,2,68
2025-04-07,H002,A+,PRBC,43,22,21,1,43
2025-04-07,H002,A+,PLT,36,18,17,1,36
2025-04-07,H002,A+,FFP,2,9,9,1,1
2025-04-07,H002,B+,PRBC,50,29,24,1,54
2025-04-07,H002,B+,PLT,28,17,17,1,27
2025-04-07,H002,B+,FFP,1,10,7,1,3
2025-04-07,H002,O+,PRBC,100,28,27,3,98
2025-04-07,H002,O+,PLT,46,22,21,1,46
2025-04-07,H002,O+,FFP,2,9,8,1,2
2025-04-07,H002,AB+,PRBC,21,6,7,1,19
2025-04-07,H002,AB+,PLT,0,7,7,1,0
2025-04-07,H002,AB+,FFP,6,3,1,0,8
2025-04-07,H002,A-,PRBC,0,10,7,1,2
2025-04-07,H002,A-,PLT,5,1,5,1,0
2025-04-07,H002,A-,FFP,22,1,1,1,21
2025-04-07,H002,B-,PRBC,2,8,5,0,5
2025-04-07,H002,B-,PLT,1,5,6,1,0
2025-04-07,H002,B-,FFP,13,2,3,0,12
2025-04-07,H002,O-,PRBC,0,7,8,0,0
2025-04-07,H002,O-,PLT,8,7,6,1,8
2025-04-07,H002,O-,FFP,6,0,3,0,3
2025-04-07,H002,AB-,PRBC,2,3,2,1,2
2025-04-07,H002,AB-,PLT,38,6,0,1,43
2025-04-07,H002,AB-,FFP,58,0,3,2,53
2025-04-08,H001,A+,PRBC,68,22,19,2,69
2025-04-08,H001,A+,PLT,13,14,15,1,11
2025-04-08,H001,A+,FFP,0,8,7,1,0
2025-04-08,H001,B+,PRBC,29,19,17,1,30
2025-04-08,H001,B+,PLT,30,16,14,1,31
2025-04-08,H001,B+,FFP,0,4,5,0,0
2025-04-08,H001,O+,PRBC,79,27,26,2,78
2025-04-08,H001,O+,PLT,25,20,17,1,27
2025-04-08,H001,O+,FFP,11,6,7,1,9
2025-04-08,H001,AB+,PRBC,12,8,6,1,13
2025-04-08,H001,AB+,PLT,0,2,6,0,0
2025-04-08,H001,AB+,FFP,18,3,2,1,18
2025-04-08,H001,A-,PRBC,0,5,3,0,2
2025-04-08,H001,A-,PLT,0,5,5,1,0
2025-04-08,H001,A-,FFP,31,5,2,1,33
2025-04-08,H001,B-,PRBC,6,4,5,0,5
2025-04-08,H001,B-,PLT,6,4,4,1,5
2025-04-08,H001,B-,FFP,35,6,4,1,36
2025-04-08,H001,O-,PRBC,6,7,9,0,4
2025-04-08,H001,O-,PLT,2,6,4,1,3
2025-04-08,H001,O-,FFP,24,5,4,1,24
2025-04-08,H001,AB-,PRBC,20,1,3,1,17
2025-04-08,H001,AB-,PLT,36,3,2,1,36
2025-04-08,H001,AB-,FFP,68,1,0,2,67
2025-04-08,H002,A+,PRBC,43,26,23,1,45
2025-04-08,H002,A+,PLT,36,18,17,2,35
2025-04-08,H002,A+,FFP,1,9,9,1,0
2025-04-08,H002,B+,PRBC,54,26,23,2,55
2025-04-08,H002,B+,PLT,27,16,15,1,27
2025-04-08,H002,B+,FFP,3,8,8,1,2
2025-04-08,H002,O+,PRBC,98,29,31,3,93
2025-04-08,H002,O+,PLT,46,24,22,1,47
2025-04-08,H002,O+,FFP,2,8,11,0,0
2025-04-08,H002,AB+,PRBC,19,7,9,1,16
2025-04-08,H002,AB+,PLT,0,6,7,1,0
2025-04-08,H002,AB+,FFP,8,2,3,1,6
2025-04-08,H002,A-,PRBC,2,1,5,0,0
2025-04-08,H002,A-,PLT,0,3,3,1,0
2025-04-08,H002,A-,FFP,21,3,3,1,20
2025-04-08,H002,B-,PRBC,5,6,6,1,4
2025-04-08,H002,B-,PLT,0,3,4,1,0
2025-04-08,H002,B-,FFP,12,6,2,1,15
2025-04-08,H002,O-,PRBC,0,9,8,0,1
2025-04-08,H002,O-,PLT,8,11,7,1,11
2025-04-08,H002,O-,FFP,3,1,3,1,0
2025-04-08,H002,AB-,PRBC,2,2,1,1,2
2025-04-08,H002,AB-,PLT,43,2,3,1,41
2025-04-08,H002,AB-,FFP,53,0,1,2,50
2025-04-09,H001,A+,PRBC,69,20,19,2,68
2025-04-09,H001,A+,PLT,11,14,17,0,8
2025-04-09,H001,A+,FFP,0,8,7,0,1
2025-04-09,H001,B+,PRBC,30,23,19,1,33
2025-04-09,H001,B+,PLT,31,13,13,2,29
2025-04-09,H001,B+,FFP,0,6,6,0,0
2025-04-09,H001,O+,PRBC,78,29,25,2,80
2025-04-09,H001,O+,PLT,27,17,17,1,26
2025-04-09,H001,O+,FFP,9,7,9,1,6
2025-04-09,H001,AB+,PRBC,13,3,7,1,8
2025-04-09,H001,AB+,PLT,0,4,5,0,0
2025-04-09,H001,AB+,FFP,18,2,3,1,16
2025-04-09,H001,A-,PRBC,2,6,5,0,3
2025-04-09,H001,A-,PLT,0,3,5,0,0
2025-04-09,H001,A-,FFP,33,0,1,1,31
2025-04-09,H001,B-,PRBC,5,7,5,0,7
2025-04-09,H001,B-,PLT,5,3,4,0,4
2025-04-09,H001,B-,FFP,36,3,1,1,37
2025-04-09,H001,O-,PRBC,4,10,8,1,5
2025-04-09,H001,O-,PLT,3,13,8,0,8
2025-04-09,H001,O-,FFP,24,3,2,1,24
2025-04-09,H001,AB-,PRBC,17,2,3,1,15
2025-04-09,H001,AB-,PLT,36,4,2,1,37
2025-04-09,H001,AB-,FFP,67,1,0,2,66
2025-04-09,H002,A+,PRBC,45,26,22,2,47
2025-04-09,H002,A+,PLT,35,18,18,1,34
2025-04-09,H002,A+,FFP,0,5,7,0,0
2025-04-09,H002,B+,PRBC,55,27,25,1,56
2025-04-09,H002,B+,PLT,27,20,18,1,28
2025-04-09,H002,B+,FFP,2,6,8,1,0
2025-04-09,H002,O+,PRBC,93,33,31,3,92
2025-04-09,H002,O+,PLT,47,25,22,1,49
2025-04-09,H002,O+,FFP,0,11,10,1,0
2025-04-09,H002,AB+,PRBC,16,10,9,0,17
2025-04-09,H002,AB+,PLT,0,11,8,1,2
2025-04-09,H002,AB+,FFP,6,5,4,0,7
2025-04-09,H002,A-,PRBC,0,9,6,0,3
2025-04-09,H002,A-,PLT,0,7,5,0,2
2025-04-09,H002,A-,FFP,20,2,3,1,18
2025-04-09,H002,B-,PRBC,4,9,6,1,6
2025-04-09,H002,B-,PLT,0,4,4,0,0
2025-04-09,H002,B-,FFP,15,5,2,0,18
2025-04-09,H002,O-,PRBC,1,8,7,1,1
2025-04-09,H002,O-,PLT,11,11,7,1,14
2025-04-09,H002,O-,FFP,0,1,3,1,0
2025-04-09,H002,AB-,PRBC,2,5,5,1,1
2025-04-09,H002,AB-,PLT,41,4,2,2,41
2025-04-09,H002,AB-,FFP,50,3,0,2,51
2025-04-10,H001,A+,PRBC,68,20,20,2,66
2025-04-10,H001,A+,PLT,8,19,15,1,11
2025-04-10,H001,A+,FFP,1,9,9,1,0
2025-04-10,H001,B+,PRBC,33,21,18,2,34
2025-04-10,H001,B+,PLT,29,14,12,1,30
2025-04-10,H001,B+,FFP,0,9,7,0,2
2025-04-10,H001,O+,PRBC,80,23,23,2,78
2025-04-10,H001,O+,PLT,26,19,18,1,26
2025-04-10,H001,O+,FFP,6,10,8,0,8
2025-04-10,H001,AB+,PRBC,8,9,7,1,9
2025-04-10,H001,AB+,PLT,0,8,6,0,2
2025-04-10,H001,AB+,FFP,16,1,2,1,14
2025-04-10,H001,A-,PRBC,3,2,5,1,0
2025-04-10,H001,A-,PLT,0,2,4,0,0
2025-04-10,H001,A-,FFP,31,3,2,1,31
2025-04-10,H001,B-,PRBC,7,5,5,1,6
2025-04-10,H001,B-,PLT,4,4,4,1,3
2025-04-10,H001,B-,FFP,37,1,3,1,34
2025-04-10,H001,O-,PRBC,5,6,7,1,3
2025-04-10,H001,O-,PLT,8,9,6,0,11
2025-04-10,H001,O-,FFP,24,3,1,1,25
2025-04-10,H001,AB-,PRBC,15,2,2,1,14
2025-04-10,H001,AB-,PLT,37,6,2,1,40
2025-04-10,H001,AB-,FFP,66,6,2,2,68
2025-04-10,H002,A+,PRBC,47,25,24,1,47
2025-04-10,H002,A+,PLT,34,20,18,1,35
2025-04-10,H002,A+,FFP,0,6,8,0,0
2025-04-10,H002,B+,PRBC,56,23,24,2,53
2025-04-10,H002,B+,PLT,28,19,18,1,28
2025-04-10,H002,B+,FFP,0,6,8,1,0
2025-04-10,H002,O+,PRBC,92,34,32,2,92
2025-04-10,H002,O+,PLT,49,25,23,1,50
2025-04-10,H002,O+,FFP,0,14,11,1,2
2025-04-10,H002,AB+,PRBC,17,9,8,1,17
2025-04-10,H002,AB+,PLT,2,6,7,1,0
2025-04-10,H002,AB+,FFP,7,7,3,0,11
2025-04-10,H002,A-,PRBC,3,9,8,0,4
2025-04-10,H002,A-,PLT,2,6,4,1,3
2025-04-10,H002,A-,FFP,18,5,3,1,19
2025-04-10,H002,B-,PRBC,6,6,6,1,5
2025-04-10,H002,B-,PLT,0,0,4,0,0
2025-04-10,H002,B-,FFP,18,0,2,1,15
2025-04-10,H002,O-,PRBC,1,8,9,1,0
2025-04-10,H002,O-,PLT,14,8,9,1,12
2025-04-10,H002,O-,FFP,0,3,3,0,0
2025-04-10,H002,AB-,PRBC,1,2,2,0,1
2025-04-10,H002,AB-,PLT,41,0,2,2,37
2025-04-10,H002,AB-,FFP,51,2,0,1,52
2025-04-11,H001,A+,PRBC,66,21,19,1,67
2025-04-11,H001,A+,PLT,11,14,13,0,12
2025-04-11,H001,A+,FFP,0,4,7,0,0
2025-04-11,H001,B+,PRBC,34,21,19,1,35
2025-04-11,H001,B+,PLT,30,14,12,1,31
2025-04-11,H001,B+,FFP,2,10,6,1,5
2025-04-11,H001,O+,PRBC,78,25,23,3,77
2025-04-11,H001,O+,PLT,26,18,15,1,28
2025-04-11,H001,O+,FFP,8,11,9,0,10
2025-04-11,H001,AB+,PRBC,9,10,5,1,13
2025-04-11,H001,AB+,PLT,2,2,4,0,0
2025-04-11,H001,AB+,FFP,14,3,1,0,16
2025-04-11,H001,A-,PRBC,0,8,5,0,3
2025-04-11,H001,A-,PLT,0,8,5,0,3
2025-04-11,H001,A-,FFP,31,5,0,1,35
2025-04-11,H001,B-,PRBC,6,9,3,0,12
2025-04-11,H001,B-,PLT,3,4,3,1,3
2025-04-11,H001,B-,FFP,34,2,2,1,33
2025-04-11,H001,O-,PRBC,3,9,7,1,4
2025-04-11,H001,O-,PLT,11,2,4,0,9
2025-04-11,H001,O-,FFP,25,4,2,1,26
2025-04-11,H001,AB-,PRBC,14,1,3,1,11
2025-04-11,H001,AB-,PLT,40,2,3,1,38
2025-04-11,H001,AB-,FFP,68,0,0,2,66
2025-04-11,H002,A+,PRBC,47,27,24,1,49
2025-04-11,H002,A+,PLT,35,20,16,2,37
2025-04-11,H002,A+,FFP,0,8,7,1,0
2025-04-11,H002,B+,PRBC,53,27,25,2,53
2025-04-11,H002,B+,PLT,28,15,15,2,26
2025-04-11,H002,B+,FFP,0,10,8,0,2
2025-04-11,H002,O+,PRBC,92,36,31,2,95
2025-04-11,H002,O+,PLT,50,19,20,2,47
2025-04-11,H002,O+,FFP,2,9,8,1,2
2025-04-11,H002,AB+,PRBC,17,10,8,1,18
2025-04-11,H002,AB+,PLT,0,6,7,1,0
2025-04-11,H002,AB+,FFP,11,0,3,0,8
2025-04-11,H002,A-,PRBC,4,3,5,1,1
2025-04-11,H002,A-,PLT,3,8,5,0,6
2025-04-11,H002,A-,FFP,19,5,2,1,21
2025-04-11,H002,B-,PRBC,5,8,5,1,7
2025-04-11,H002,B-,PLT,0,2,4,1,0
2025-04-11,H002,B-,FFP,15,5,3,1,16
2025-04-11,H002,O-,PRBC,0,15,11,1,3
2025-04-11,H002,O-,PLT,12,5,6,1,10
2025-04-11,H002,O-,FFP,0,4,4,0,0
2025-04-11,H002,AB-,PRBC,1,3,2,0,2
2025-04-11,H002,AB-,PLT,37,3,1,1,38
2025-04-11,H002,AB-,FFP,52,2,1,2,51
2025-04-12,H001,A+,PRBC,67,20,17,2,68
2025-04-12,H001,A+,PLT,12,12,10,1,13
2025-04-12,H001,A+,FFP,0,1,5,1,0
2025-04-12,H001,B+,PRBC,35,17,17,2,33
2025-04-12,H001,B+,PLT,31,14,11,1,33
2025-04-12,H001,B+,FFP,5,6,6,1,4
2025-04-12,H001,O+,PRBC,77,25,22,2,78
2025-04-12,H001,O+,PLT,28,13,14,1,26
2025-04-12,H001,O+,FFP,10,5,6,1,8
2025-04-12,H001,AB+,PRBC,13,2,5,0,10
2025-04-12,H001,AB+,PLT,0,9,6,1,2
2025-04-12,H001,AB+,FFP,16,4,2,1,17
2025-04-12,H001,A-,PRBC,3,5,4,1,3
2025-04-12,H001,A-,PLT,3,0,2,1,0
2025-04-12,H001,A-,FFP,35,7,4,1,37
2025-04-12,H001,B-,PRBC,12,4,3,1,12
2025-04-12,H001,B-,PLT,3,2,2,1,2
2025-04-12,H001,B-,FFP,33,3,2,2,32
2025-04-12,H001,O-,PRBC,4,7,7,1,3
2025-04-12,H001,O-,PLT,9,6,5,1,9
2025-04-12,H001,O-,FFP,26,2,4,1,23
2025-04-12,H001,AB-,PRBC,11,0,3,1,7
2025-04-12,H001,AB-,PLT,38,4,0,1,41
2025-04-12,H001,AB-,FFP,66,4,0,2,68
2025-04-12,H002,A+,PRBC,49,21,22,2,46
2025-04-12,H002,A+,PLT,37,13,16,1,33
2025-04-12,H002,A+,FFP,0,6,5,1,0
2025-04-12,H002,B+,PRBC,53,25,22,2,54
2025-04-12,H002,B+,PLT,26,15,14,1,26
2025-04-12,H002,B+,FFP,2,6,7,1,0
2025-04-12,H002,O+,PRBC,95,33,27,2,99
2025-04-12,H002,O+,PLT,47,19,17,1,48
2025-04-12,H002,O+,FFP,2,12,9,1,4
2025-04-12,H002,AB+,PRBC,18,6,8,1,15
2025-04-12,H002,AB+,PLT,0,9,6,0,3
2025-04-12,H002,AB+,FFP,8,3,2,1,8
2025-04-12,H002,A-,PRBC,1,9,5,0,5
2025-04-12,H002,A-,PLT,6,4,2,1,7
2025-04-12,H002,A-,FFP,21,3,3,1,20
2025-04-12,H002,B-,PRBC,7,6,6,0,7
2025-04-12,H002,B-,PLT,0,2,3,1,0
2025-04-12,H002,B-,FFP,16,3,1,1,17
2025-04-12,H002,O-,PRBC,3,9,7,1,4
2025-04-12,H002,O-,PLT,10,6,3,1,12
2025-04-12,H002,O-,FFP,0,4,2,1,1
2025-04-12,H002,AB-,PRBC,2,1,1,1,1
2025-04-12,H002,AB-,PLT,38,0,1,1,36
2025-04-12,H002,AB-,FFP,51,3,0,2,52
2025-04-13,H001,A+,PRBC,68,11,13,2,64
2025-04-13,H001,A+,PLT,13,14,13,0,14
2025-04-13,H001,A+,FFP,0,4,6,0,0
2025-04-13,H001,B+,PRBC,33,17,14,2,34
2025-04-13,H001,B+,PLT,33,11,11,1,32
2025-04-13,H001,B+,FFP,4,5,5,1,3
2025-04-13,H001,O+,PRBC,78,19,20,2,75
2025-04-13,H001,O+,PLT,26,16,13,1,28
2025-04-13,H001,O+,FFP,8,8,7,1,8
2025-04-13,H001,AB+,PRBC,10,6,5,1,10
2025-04-13,H001,AB+,PLT,2,0,2,1,0
2025-04-13,H001,AB+,FFP,17,0,3,0,14
2025-04-13,H001,A-,PRBC,3,4,5,1,1
2025-04-13,H001,A-,PLT,0,4,5,1,0
2025-04-13,H001,A-,FFP,37,1,0,1,37
2025-04-13,H001,B-,PRBC,12,8,4,1,15
2025-04-13,H001,B-,PLT,2,5,2,1,4
2025-04-13,H001,B-,FFP,32,3,2,1,32
2025-04-13,H001,O-,PRBC,3,3,4,0,2
2025-04-13,H001,O-,PLT,9,1,3,1,6
2025-04-13,H001,O-,FFP,23,3,1,1,24
2025-04-13,H001,AB-,PRBC,7,3,2,1,7
2025-04-13,H001,AB-,PLT,41,2,1,2,40
2025-04-13,H001,AB-,FFP,68,3,1,2,68
2025-04-13,H002,A+,PRBC,46,21,20,2,45
2025-04-13,H002,A+,PLT,33,13,14,1,31
2025-04-13,H002,A+,FFP,0,9,8,0,1
2025-04-13,H002,B+,PRBC,54,16,18,2,50
2025-04-13,H002,B+,PLT,26,10,12,1,23
2025-04-13,H002,B+,FFP,0,5,7,1,0
2025-04-13,H002,O+,PRBC,99,24,23,2,98
2025-04-13,H002,O+,PLT,48,21,18,2,49
2025-04-13,H002,O+,FFP,4,8,10,0,2
2025-04-13,H002,AB+,PRBC,15,7,7,1,14
2025-04-13,H002,AB+,PLT,3,4,3,1,3
2025-04-13,H002,AB+,FFP,8,3,1,1,9
2025-04-13,H002,A-,PRBC,5,8,6,0,7
2025-04-13,H002,A-,PLT,7,2,3,1,5
2025-04-13,H002,A-,FFP,20,1,2,1,18
2025-04-13,H002,B-,PRBC,7,8,5,1,9
2025-04-13,H002,B-,PLT,0,3,4,0,0
2025-04-13,H002,B-,FFP,17,1,2,1,15
2025-04-13,H002,O-,PRBC,4,4,6,0,2
2025-04-13,H002,O-,PLT,12,2,4,1,9
2025-04-13,H002,O-,FFP,1,6,3,1,3
2025-04-13,H002,AB-,PRBC,1,6,3,0,4
2025-04-13,H002,AB-,PLT,36,4,1,1,38
2025-04-13,H002,AB-,FFP,52,4,2,1,53
2025-04-14,H001,A+,PRBC,64,19,19,2,62
2025-04-14,H001,A+,PLT,14,12,12,0,14
2025-04-14,H001,A+,FFP,0,3,6,1,0
2025-04-14,H001,B+,PRBC,34,18,17,1,34
2025-04-14,H001,B+,PLT,32,10,12,1,29
2025-04-14,H001,B+,FFP,3,8,7,1,3
2025-04-14,H001,O+,PRBC,75,23,23,2,73
2025-04-14,H001,O+,PLT,28,18,16,1,29
2025-04-14,H001,O+,FFP,8,2,7,1,2
2025-04-14,H001,AB+,PRBC,10,4,6,0,8
2025-04-14,H001,AB+,PLT,0,0,3,1,0
2025-04-14,H001,AB+,FFP,14,1,2,1,12
2025-04-14,H001,A-,PRBC,1,6,5,1,1
2025-04-14,H001,A-,PLT,0,5,4,1,0
2025-04-14,H001,A-,FFP,37,3,2,2,36
2025-04-14,H001,B-,PRBC,15,4,4,1,14
2025-04-14,H001,B-,PLT,4,4,4,0,4
2025-04-14,H001,B-,FFP,32,4,2,1,33
2025-04-14,H001,O-,PRBC,2,3,7,0,0
2025-04-14,H001,O-,PLT,6,8,5,1,8
2025-04-14,H001,O-,FFP,24,2,2,1,23
2025-04-14,H001,AB-,PRBC,7,4,3,1,7
2025-04-14,H001,AB-,PLT,40,0,2,2,36
2025-04-14,H001,AB-,FFP,68,2,0,2,68
2025-04-14,H002,A+,PRBC,45,23,23,1,44
2025-04-14,H002,A+,PLT,31,16,16,1,30
2025-04-14,H002,A+,FFP,1,6,8,1,0
2025-04-14,H002,B+,PRBC,50,24,24,2,48
2025-04-14,H002,B+,PLT,23,17,15,1,24
2025-04-14,H002,B+,FFP,0,8,7,1,0
2025-04-14,H002,O+,PRBC,98,28,29,3,94
2025-04-14,H002,O+,PLT,49,19,19,2,47
2025-04-14,H002,O+,FFP,2,9,9,1,1
2025-04-14,H002,AB+,PRBC,14,9,9,1,13
2025-04-14,H002,AB+,PLT,3,9,5,1,6
2025-04-14,H002,AB+,FFP,9,3,3,1,8
2025-04-14,H002,A-,PRBC,7,0,4,0,3
2025-04-14,H002,A-,PLT,5,3,3,1,4
2025-04-14,H002,A-,FFP,18,0,2,0,16
2025-04-14,H002,B-,PRBC,9,8,8,1,8
2025-04-14,H002,B-,PLT,0,8,4,0,4
2025-04-14,H002,B-,FFP,15,2,0,0,17
2025-04-14,H002,O-,PRBC,2,8,6,0,4
2025-04-14,H002,O-,PLT,9,6,6,1,8
2025-04-14,H002,O-,FFP,3,6,3,0,6
2025-04-14,H002,AB-,PRBC,4,4,3,1,4
2025-04-14,H002,AB-,PLT,38,5,2,1,40
2025-04-14,H002,AB-,FFP,53,3,2,2,52
2025-04-15,H001,A+,PRBC,62,17,17,2,60
2025-04-15,H001,A+,PLT,14,19,15,1,17
2025-04-15,H001,A+,FFP,0,5,5,0,0
2025-04-15,H001,B+,PRBC,34,16,16,1,33
2025-04-15,H001,B+,PLT,29,11,12,2,26
2025-04-15,H001,B+,FFP,3,7,6,1,3
2025-04-15,H001,O+,PRBC,73,26,22,2,75
2025-04-15,H001,O+,PLT,29,20,18,1,30
2025-04-15,H001,O+,FFP,2,8,8,0,2
2025-04-15,H001,AB+,PRBC,8,6,5,1,8
2025-04-15,H001,AB+,PLT,0,7,5,0,2
2025-04-15,H001,AB+,FFP,12,0,1,1,10
2025-04-15,H001,A-,PRBC,1,4,6,0,0
2025-04-15,H001,A-,PLT,0,4,3,1,0
2025-04-15,H001,A-,FFP,36,0,1,1,34
2025-04-15,H001,B-,PRBC,14,6,6,1,13
2025-04-15,H001,B-,PLT,4,3,2,1,4
2025-04-15,H001,B-,FFP,33,1,1,1,32
2025-04-15,H001,O-,PRBC,0,5,5,0,0
2025-04-15,H001,O-,PLT,8,5,5,1,7
2025-04-15,H001,O-,FFP,23,5,3,1,24
2025-04-15,H001,AB-,PRBC,7,5,3,1,8
2025-04-15,H001,AB-,PLT,36,4,4,1,35
2025-04-15,H001,AB-,FFP,68,1,0,2,67
2025-04-15,H002,A+,PRBC,44,27,23,1,47
2025-04-15,H002,A+,PLT,30,20,17,1,32
2025-04-15,H002,A+,FFP,0,7,8,1,0
2025-04-15,H002,B+,PRBC,48,22,20,2,48
2025-04-15,H002,B+,PLT,24,16,16,1,23
2025-04-15,H002,B+,FFP,0,11,10,0,1
2025-04-15,H002,O+,PRBC,94,29,28,3,92
2025-04-15,H002,O+,PLT,47,25,22,1,49
2025-04-15,H002,O+,FFP,1,13,12,1,1
2025-04-15,H002,AB+,PRBC,13,5,6,1,11
2025-04-15,H002,AB+,PLT,6,6,5,0,7
2025-04-15,H002,AB+,FFP,8,1,1,1,7
2025-04-15,H002,A-,PRBC,3,2,5,1,0
2025-04-15,H002,A-,PLT,4,3,5,0,2
2025-04-15,H002,A-,FFP,16,4,2,1,17
2025-04-15,H002,B-,PRBC,8,9,6,1,10
2025-04-15,H002,B-,PLT,4,6,3,1,6
2025-04-15,H002,B-,FFP,17,2,3,1,15
2025-04-15,H002,O-,PRBC,4,8,8,0,4
2025-04-15,H002,O-,PLT,8,6,7,1,6
2025-04-15,H002,O-,FFP,6,2,1,1,6
2025-04-15,H002,AB-,PRBC,4,0,3,1,0
2025-04-15,H002,AB-,PLT,40,1,1,2,38
2025-04-15,H002,AB-,FFP,52,3,1,2,52
2025-04-16,H001,A+,PRBC,60,23,20,1,62
2025-04-16,H001,A+,PLT,17,17,15,1,18
2025-04-16,H001,A+,FFP,0,6,6,0,0
2025-04-16,H001,B+,PRBC,33,18,19,1,31
2025-04-16,H001,B+,PLT,26,16,13,1,28
2025-04-16,H001,B+,FFP,3,5,8,1,0
2025-04-16,H001,O+,PRBC,75,23,24,2,72
2025-04-16,H001,O+,PLT,30,23,20,1,32
2025-04-16,H001,O+,FFP,2,10,8,1,3
2025-04-16,H001,AB+,PRBC,8,2,6,1,3
2025-04-16,H001,AB+,PLT,2,5,5,0,2
2025-04-16,H001,AB+,FFP,10,0,3,0,7
2025-04-16,H001,A-,PRBC,0,4,4,0,0
2025-04-16,H001,A-,PLT,0,3,4,1,0
2025-04-16,H001,A-,FFP,34,5,1,1,37
2025-04-16,H001,B-,PRBC,13,4,3,0,14
2025-04-16,H001,B-,PLT,4,4,3,0,5
2025-04-16,H001,B-,FFP,32,5,1,1,35
2025-04-16,H001,O-,PRBC,0,10,7,0,3
2025-04-16,H001,O-,PLT,7,4,4,1,6
2025-04-16,H001,O-,FFP,24,2,3,1,22
2025-04-16,H001,AB-,PRBC,8,4,2,1,9
2025-04-16,H001,AB-,PLT,35,4,2,2,35
2025-04-16,H001,AB-,FFP,67,4,1,1,69
2025-04-16,H002,A+,PRBC,47,27,25,1,48
2025-04-16,H002,A+,PLT,32,20,19,1,32
2025-04-16,H002,A+,FFP,0,11,8,0,3
2025-04-16,H002,B+,PRBC,48,22,21,2,47
2025-04-16,H002,B+,PLT,23,18,18,1,22
2025-04-16,H002,B+,FFP,1,8,8,1,0
2025-04-16,H002,O+,PRBC,92,32,31,2,91
2025-04-16,H002,O+,PLT,49,27,24,1,51
2025-04-16,H002,O+,FFP,1,12,11,1,1
2025-04-16,H002,AB+,PRBC,11,5,8,0,8
2025-04-16,H002,AB+,PLT,7,8,7,1,7
2025-04-16,H002,AB+,FFP,7,3,4,1,5
2025-04-16,H002,A-,PRBC,0,6,6,0,0
2025-04-16,H002,A-,PLT,2,6,5,1,2
2025-04-16,H002,A-,FFP,17,2,2,1,16
2025-04-16,H002,B-,PRBC,10,4,5,1,8
2025-04-16,H002,B-,PLT,6,5,4,1,6
2025-04-16,H002,B-,FFP,15,0,2,0,13
2025-04-16,H002,O-,PRBC,4,8,9,0,3
